Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
1306 Magazine St,1306 Magazine St,Short Term Rental Commercial Owner,5,10,11/01/2023 11:59:59 PM,"(29.938003354566, -90.071251779625)",3680562.64,525148.04
3800 S Saratoga St,3800 S Saratoga St,Short Term Rental Residential Owner,3,6,05/31/2023 12:34:21 PM,"(29.931780474389, -90.0971895976311)",3672372.29,522795.62
541 Octavia St,541 Octavia St,Short Term Rental Residential Owner,1,2,11/29/2023 11:59:59 PM,"(29.9193255387624, -90.1163980586197)",3666336.49,518201.42
1030 Napoleon Ave,1030 Napoleon Ave,Short Term Rental Residential Owner,5,10,07/13/2023 11:59:59 PM,"(29.9224406543498, -90.1019307615163)",3670907.12,519383.15
2369 Annunciation St,2369 Annunciation St,Short Term Rental Residential Owner,1,2,10/23/2023 12:04:36 PM,"(29.925740516338, -90.0770961517435)",3678760.56,520668.49
1022 Philip St,1022 Philip St,Short Term Rental Residential Owner,2,4,12/07/2023 10:39:45 AM,"(29.9285162593576, -90.0774733192429)",3678630.03,521676.54
5249 Tchoupitoulas St,5249 Tchoupitoulas St,Short Term Rental Commercial Owner,3,6,07/25/2023 12:00:00 AM,"(29.9166078753395, -90.1125779636998)",3667557.11,517226.05
4422 S Miro St,4422 S Miro St,Short Term Rental Residential Owner,2,4,02/13/2023 02:44:27 PM,"(29.9454640008538, -90.1049138896844)",3669872.43,527745.15
DRURY INN NEW ORLEANS,820 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9497577899405, -90.0723891075552)",3680155.40034,529418.415425
5920 Winchester Park Dr,5920 Winchester Park Dr,Short Term Rental Residential Owner,3,6,12/12/2023 10:16:21 AM,"(30.0399084930796, -89.9620528894315)",3714703.3,562601.7
CHH-NOLA LLC,129 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9556705043782, -90.0713149479095)",3680471.87599,531572.241091
"COUNTRY INN & SUITES,NEW ORLEANS I-10 EAST",5801 READ BLVD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0355193458883, -89.9734059508498)",3711130.32971,560962.831134
SUN OAK MUSEUM AND GUEST HOUSE,2020 BURGUNDY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9663748738259, -90.0584939546251)",3684488.37705,535509.685382
BEST WAY INN & SUITES & TRAILOR PARK,6042 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0088038257333, -90.0182935750577)",3697039.48599,551082.256597
PLACE D'ARMES HOTEL,625 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9586491729688, -90.0634860965598)",3682938.90351,532682.783108
730 Poland Ave Apt A,730 Poland Ave Apt A,Short Term Rental Commercial Owner,1,2,03/14/2023 11:59:59 PM,"(29.9612968742133, -90.0329709854706)",3692590.38,533753.95
INTERNATIONAL HOUSE HOTEL,221 CAMP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9511860242385, -90.0689382847115)",3681242.44879,529949.815745
COLLINWOOD,2408 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9656174721651, -90.0538253277447)",3685969.62825,535250.742214
915 Bartholomew St,915 Bartholomew St,Short Term Rental Commercial Owner,2,4,10/03/2023 11:59:59 PM,"(29.9637483056654, -90.0358542035605)",3691667.36,534635.03
DOUBLETREE HOTEL,300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9508476328934, -90.0660964437057)",3682143.72834,529836.705729
1503 GUEST HOUSE LLC,1503 TCHOUPITOULAS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9328177259658, -90.0660667095787)",3682225.65532,523280.484411
334 Carondelet St Unit 208,334 Carondelet St Unit 208,Short Term Rental Commercial Owner,1,2,03/08/2023 11:59:59 PM,"(29.9508982340391, -90.0713372085431)",3680483.94,529836.79
2634 Louisiana Ave,2634 Louisiana Ave,Short Term Rental Commercial Owner,3,6,07/19/2023 11:59:59 PM,"(29.9378556616291, -90.0964031302467)",3672597.54,525007.47
1823 N Rampart St,1823 N Rampart St,Short Term Rental Residential Owner,2,4,03/20/2023 12:43:27 PM,"(29.9673855272599, -90.0608627185416)",3683734.3,535868.86
FLEUR DE LIS MANSION,1216 ANNUNCIATION ST,4703 - BED & BREAKFAST INNS,,,,"(29.9384505518922, -90.068482437876)",3681437.92149,525320.328189
HUBBARD MANSION BED & BREAKFAST,3535 ST CHARLES AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9280162615835, -90.0934302440832)",3673577.80142,521439.679737
"2532 N RAMPART STREET, LLC",2532 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.9677708776907, -90.0511579866841)",3686805.40278,536043.240199
PENELOPE B B,1211 GOVERNOR NICHOLLS ST,4703 - BED & BREAKFAST INNS,,,,"(29.9655806714556, -90.0659645853347)",3682126.22677,535194.644486
730 Poland Ave Apt C,730 Poland Ave Apt C,Short Term Rental Commercial Owner,2,4,03/13/2023 11:59:59 PM,"(29.9613654213865, -90.0329476687255)",3692597.48,533778.96
HARRAH'S POYDRAS HOTEL,228 POYDRAS ST,2060 - CASINO HOTELS,,,,"(29.9482899573016, -90.0657236530428)",3682272.06844,528907.947328
RATHB0NE MANSIONS,1244 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9671207886867, -90.0656917759325)",3682206.4084,535755.644103
ST. PHILIP FRENCH QUARTER APARTMENTS,612 ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9599514881259, -90.0620410103638)",3683391.22671,533161.426756
THE BEN LOUIE,3610 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9662314258878, -90.1011156945354)",3670994.05703,535309.890694
721 Touro St,721 Touro St,Short Term Rental Residential Owner,2,4,04/27/2023 11:59:59 PM,"(29.9649458692543, -90.0588875717579)",3684369.53,534988.66
1529 Dumaine St,1529 Dumaine St,Short Term Rental Residential Owner,3,6,10/20/2023 01:40:03 PM,"(29.9649340401282, -90.0708383096266)",3680585.69,534942.47
212 Magazine St Apt 3C,212 Magazine St Apt 3C,Short Term Rental Commercial Owner,3,6,12/08/2023 11:59:59 PM,"(29.9507734347932, -90.0673461619102)",3681748.28,529805.35
5924 St Claude Ave,5924 St Claude Ave,Short Term Rental Commercial Owner,2,4,11/02/2023 11:59:59 PM,"(29.9601745123916, -90.0124310092313)",3699098.74,533420.21
900 Bartholomew St Unit 206,900 Bartholomew St Unit 206,Short Term Rental Commercial Owner,2,4,12/06/2023 11:59:59 PM,"(29.9637169577318, -90.0361835790066)",3691563.2,534622.45
1468 Marais St,1468 Marais St,Short Term Rental Residential Owner,4,8,02/07/2023 01:28:52 PM,"(29.9685599902653, -90.0644138678696)",3682605.22,536283.47
1832 Felicity St,1832 Felicity St,Short Term Rental Commercial Owner,5,10,10/25/2023 08:51:16 AM,"(29.9386409621489, -90.0804319085913)",3677652.67,525347.99
320 35Th St,320 35Th St,Short Term Rental Residential Owner,2,4,08/15/2023 10:02:50 PM,"(30.0113281898951, -90.1190632518094)",3665137.7,551648.23
9520 Palm St,9520 Palm St,Short Term Rental Residential Owner,2,4,10/16/2023 08:55:28 PM,"(29.973979221918, -90.1233539669672)",3663923.2,538052.26
334 Carondelet St Unit 302,334 Carondelet St Unit 302,Short Term Rental Commercial Owner,2,4,11/02/2023 11:59:59 PM,"(29.9510151516853, -90.0712183830334)",3680521.1,529879.72
923 Piety St,923 Piety St,Short Term Rental Residential Owner,1,2,02/07/2023 03:30:36 PM,"(29.9653042879484, -90.042005463634)",3689713.33,535178.84
610 Louisa St,610 Louisa St,Short Term Rental Residential Owner,2,4,03/22/2023 11:29:04 AM,"(29.9624206193612, -90.0440453375994)",3689079.26,534122.96
1014 Canal St Apt 202,1014 Canal St Apt 202,Short Term Rental Commercial Owner,2,4,04/24/2023 11:59:59 PM,"(29.9550487442215, -90.0723981323925)",3680131.37,531342.37
2537 S Carrollton Ave,2537 S Carrollton Ave,Short Term Rental Residential Owner,1,2,03/15/2023 12:00:00 AM,"(29.9571400149523, -90.1187460474542)",3665446.96,531944.3
HOTEL FONTENOT,501 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9485075157807, -90.0671746007679)",3681811.71298,528981.979328
NOLA PLACE,616  LOUISA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9625197307151, -90.0439749862482)",3689101.12988,534159.251141
711 S Peters St Apt 310,711 S Peters St Apt 310,Short Term Rental Commercial Owner,2,4,10/23/2023 11:59:59 PM,"(29.9458084782313, -90.0661522529324)",3682146.32,528004.09
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2,4,10/24/2023 11:59:59 PM,"(30.1474969074048, -89.7423062193333)",3783683.24,602622.99
3027 Bienville Ave,3027 Bienville Ave,Short Term Rental Residential Owner,2,4,04/11/2023 12:57:47 PM,"(29.969904365035, -90.0894762376134)",3674664.85,536685.33
4115 State Street Dr,4115 State Street Dr,Short Term Rental Residential Owner,5,10,03/09/2023 12:44:47 PM,"(29.9533178897159, -90.1095831346724)",3668363.24,530585.3
2323 Magazine St,2323 Magazine St,Short Term Rental Residential Owner,1,2,11/30/2023 11:59:59 PM,"(29.9287336920025, -90.0783626740972)",3678347.47,521752.52
829 Olga St,829 Olga St,Short Term Rental Residential Owner,1,2,03/16/2023 03:39:49 PM,"(29.9791437299255, -90.0936763141655)",3673298.72,540030.71
4821 Piety Dr,4821 Piety Dr,Short Term Rental Residential Owner,2,4,03/09/2023 12:44:21 PM,"(30.0098956816405, -90.0351317028318)",3691706,551418.53
208 Walnut St Apt A,208 Walnut St Apt A,Short Term Rental Residential Owner,2,4,03/29/2023 11:37:33 AM,"(29.9275238591785, -90.1325013587465)",3661204.2,521128.82
711 S Peters St Apt 208,711 S Peters St Apt 208,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.945872173691, -90.0661356870732)",3682151.31,528027.31
5519 Baccich St,5519 Baccich St,Short Term Rental Residential Owner,5,10,03/27/2023 08:07:34 AM,"(30.0158029803293, -90.0476544606884)",3687718.69,553521.97
3011 Dryades St,3011 Dryades St,Short Term Rental Residential Owner,1,2,12/28/2023 01:01:35 PM,"(29.9321855013551, -90.090390025345)",3674524.32,522966.2
917 N Villere St,917 N Villere St,Short Term Rental Residential Owner,4,8,04/11/2023 03:51:18 PM,"(29.9648738800998, -90.0702289152861)",3680778.88,534922.72
1825 Seventh St,1825 Seventh St,Short Term Rental Residential Owner,1,2,03/30/2023 02:29:16 PM,"(29.9319940001151, -90.0896984102266)",3674744.13,522898.94
1716 Pine St,1716 Pine St,Short Term Rental Residential Owner,1,2,11/30/2023 11:59:59 PM,"(29.9470954218717, -90.1205556144043)",3664912.62,528285.63
853 Olga St,853 Olga St,Short Term Rental Residential Owner,1,2,03/07/2023 01:34:13 PM,"(29.9795760525066, -90.0936352475088)",3673310.02,540188.06
711 S Peters St Pent 401,711 S Peters St Pent 401,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9457739960584, -90.0659926577764)",3682197,527992.11
5527 Congress Dr,5527 Congress Dr,Short Term Rental Residential Owner,2,4,03/10/2023 10:19:18 PM,"(30.0177085934215, -90.0352231892989)",3691644.86,554259.28
754 City Park Ave Unit A,754 City Park Ave Unit A,Short Term Rental Residential Owner,1,2,03/20/2023 01:52:01 PM,"(29.9836893803125, -90.1012343669762)",3670888.22,541657.88
2823 Constance St Apt B,2823 Constance St Apt B,Short Term Rental Residential Owner,1,2,03/30/2023 10:06:27 AM,"(29.9251848042346, -90.0824559731596)",3677065.05,520447.84
2107 Arts St,2107 Arts St,Short Term Rental Residential Owner,2,4,03/10/2023 10:45:49 PM,"(29.9793018536762, -90.0505771585995)",3686942.36,540238.39
2509 Peniston St Apt 102,2509 Peniston St Apt 102,Short Term Rental Residential Owner,2,4,04/27/2023 11:59:59 PM,"(29.9360197454299, -90.0977326371163)",3672183.67,524335.32
951 Picheloup Pl,951 Picheloup Pl,Short Term Rental Residential Owner,2,4,03/09/2023 10:08:07 AM,"(29.9809279708857, -90.0927305652335)",3673591.1,540682.77
1415 Thalia St,1415 Thalia St,Short Term Rental Residential Owner,1,2,03/20/2023 08:49:56 AM,"(29.9388174654364, -90.0730160585348)",3680000.62,525437.93
1625 Governor Nicholls St,1625 Governor Nicholls St,Short Term Rental Commercial Owner,1,2,11/28/2023 11:59:59 PM,"(29.9680332379265, -90.0691809697017)",3681098.01,536075.24
3613 N Miro St,3613 N Miro St,Short Term Rental Residential Owner,,,03/13/2023 07:57:26 PM,"(29.9777069643569, -90.0349473107098)",3691896.99,539714.16
3102 St Ann St,3102 St Ann St,Short Term Rental Residential Owner,1,2,04/03/2023 11:56:59 AM,"(29.974406212346, -90.0870678226231)",3675409.57,538330.66
HAMPTON INN & SUITES-NEW ORLEANS DOWNTOWN,226 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9521410489736, -90.0710256083409)",3680577.63528,530289.810113
1124 St Charles Ave Apt 2A,1124 St Charles Ave Apt 2A,Short Term Rental Commercial Owner,2,4,07/29/2023 12:00:00 AM,"(29.9415755683842, -90.0733164661112)",3679894.45,526439.83
3812 Laurel St,3812 Laurel St,Short Term Rental Residential Owner,2,4,01/02/2024 11:59:59 PM,"(29.9192801439838, -90.0939207801848)",3673456.79,518261.23
900 Bartholomew St Unit 519,900 Bartholomew St Unit 519,Short Term Rental Commercial Owner,2,4,04/24/2023 11:59:59 PM,"(29.9636780720544, -90.0364123027136)",3691490.94,534607.49
1022 Franklin Ave,1022 Franklin Ave,Short Term Rental Residential Owner,1,2,01/05/2024 11:59:59 PM,"(29.968452396339, -90.0503920327586)",3687045.14,536293.78
1310 Annette St,1310 Annette St,Short Term Rental Residential Owner,2,4,04/22/2023 11:59:59 PM,"(29.9694988873433, -90.0628969163044)",3683081.72,536630.21
1209 Touro St,1209 Touro St,Short Term Rental Residential Owner,1,2,10/05/2023 09:29:36 AM,"(29.9696897144784, -90.059281886709)",3684225.5,536712.31
4406 S Carrollton Ave,4406 S Carrollton Ave,Short Term Rental Commercial Owner,2,4,03/03/2023 11:59:59 PM,"(29.9712854373627, -90.103692703496)",3670158.4,537138.96
1085 John Churchill Chase St Apt 101,1085 John Churchill Chase St Apt 101,Short Term Rental Commercial Owner,1,2,10/25/2023 11:59:59 PM,"(29.9411693081671, -90.0700670268632)",3680925.17,526303.43
1820 Constantinople St,1820 Constantinople St,Short Term Rental Residential Owner,2,4,03/27/2023 02:19:34 PM,"(29.9293801338482, -90.0978184348717)",3672182.53,521920.62
2620 Magazine St Unit B,2620 Magazine St Unit B,Short Term Rental Residential Owner,2,4,03/15/2023 02:36:02 PM,"(29.9266906935927, -90.0812695072768)",3677434.88,520999.54
2642 Touro St,2642 Touro St,Short Term Rental Residential Owner,2,4,04/27/2023 11:59:59 PM,"(29.9847837492782, -90.0606803891375)",3683721.76,542196.15
337 Morgan St Apt C,337 Morgan St Apt C,Short Term Rental Commercial Owner,1,2,04/27/2023 11:59:59 PM,"(29.9545013954032, -90.0528301986308)",3686329.88,531212.05
2222 N Robertson St,2222 N Robertson St,Short Term Rental Residential Owner,3,6,02/06/2023 04:45:00 PM,"(29.9725557294888, -90.0562998276623)",3685158.03,537765.01
635 St Roch Ave,635 St Roch Ave,Short Term Rental Residential Owner,2,4,04/25/2023 11:59:59 PM,"(29.9647987971942, -90.0517147871825)",3686641.2,534960.51
4629 Eastern St,4629 Eastern St,Short Term Rental Residential Owner,3,6,04/05/2023 10:29:42 AM,"(30.0061663970156, -90.046565553081)",3688102.64,550021.6
900 Bartholomew St Unit 418,900 Bartholomew St Unit 418,Short Term Rental Commercial Owner,1,2,10/31/2023 11:59:59 PM,"(29.9636949224851, -90.0363781004531)",3691501.7,534613.74
722 Weiblen Pl,722 Weiblen Pl,Short Term Rental Residential Owner,2,4,12/16/2023 04:56:56 PM,"(29.9861648832998, -90.1091451240205)",3668374.33,542531.23
1732 Allen St,1732 Allen St,Short Term Rental Residential Owner,3,6,03/27/2023 02:02:52 PM,"(29.9749178463269, -90.0645237792433)",3682544.82,538595.04
524 N Salcedo St,524 N Salcedo St,Short Term Rental Residential Owner,2,4,04/18/2023 06:07:09 PM,"(29.9719529928893, -90.087905949131)",3675153.92,537435.69
711 S Peters St Apt 308,711 S Peters St Apt 308,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458108331871, -90.0661112358634)",3682159.3,528005.09
4740 De Montluzin St,4740 De Montluzin St,Short Term Rental Residential Owner,3,6,10/27/2023 12:00:00 AM,"(30.0078378651284, -90.0497519207871)",3687087.37,550618.1
1714 St Thomas St,1714 St Thomas St,Short Term Rental Commercial Owner,5,10,10/03/2023 11:59:59 PM,"(29.929049429407, -90.0688552636277)",3681357.57,521900.44
711 S Peters St Apt 202,711 S Peters St Apt 202,Short Term Rental Commercial Owner,2,4,11/29/2023 11:59:59 PM,"(29.9458737236667, -90.0660110953826)",3682190.76,528028.31
803 St Ferdinand St,803 St Ferdinand St,Short Term Rental Residential Owner,2,4,03/08/2023 09:56:11 AM,"(29.96547601031, -90.0491081919331)",3687463.75,535216.01
1327 Spain St,1327 Spain St,Short Term Rental Residential Owner,1,2,04/07/2023 11:13:38 AM,"(29.971415144877, -90.0533532422086)",3686095.55,537360.66
4326 Clio St,4326 Clio St,Short Term Rental Residential Owner,3,6,11/27/2023 11:59:59 PM,"(29.9562862529589, -90.1009057090788)",3671099.44,531694.16
2620 Magazine St Unit A,2620 Magazine St Unit A,Short Term Rental Residential Owner,2,4,03/15/2023 02:35:58 PM,"(29.9267213665492, -90.0812937163691)",3677427.09,521010.61
2004 St Roch Ave,2004 St Roch Ave,Short Term Rental Residential Owner,1,2,03/09/2023 10:50:53 AM,"(29.9781270677206, -90.0531286733902)",3686139.38,539802.16
11231 S Idlewood Ct,11231 S Idlewood Ct,Short Term Rental Residential Owner,2,4,04/03/2023 08:02:50 AM,"(30.0317564163302, -89.9563262601937)",3716550.73,559659.03
11206 Curran Rd,11206 Curran Rd,Short Term Rental Residential Owner,3,6,03/02/2023 10:12:52 AM,"(30.0503083973519, -89.9737937578107)",3710943.82,566339.24
2818 First St,2818 First St,Short Term Rental Residential Owner,2,4,04/25/2023 11:59:59 PM,"(29.9428959689416, -90.0903550146667)",3674493.16,526861.04
900 Bartholomew St Unit 420,900 Bartholomew St Unit 420,Short Term Rental Commercial Owner,1,2,12/01/2023 11:59:59 PM,"(29.9637068256816, -90.0364250990244)",3691486.77,534617.9
BON MAISON GUEST HOUSE,835 BOURBON ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.960112114912, -90.0644025345515)",3682642.82792,533211.5481
BLUE LAGOON NOLA,4417 DRYADES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9297122964817, -90.1031104851898)",3670505.04142,522023.371578
HI-NEW ORLEANS HOSTELLING INTERNATIONAL USA,1028 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9552526435586, -90.0726397698633)",3680054.03842,531415.673411
SHERATON NEW ORLEANS HOTEL,500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9519060214703, -90.0677362942651)",3681620.18831,530215.835265
FRENCHMEN ORLEANS AT 519,519 FRENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631040034846, -90.0575847720349)",3684789.48412,534323.479877
MAGNOLIA MANSION HOTEL,2127 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9332986071222, -90.0793150029912)",3678027.66338,523409.185339
1609 Delachaise St,1609 Delachaise St,Short Term Rental Commercial Owner,2,4,03/14/2023 11:59:59 PM,"(29.9282835433775, -90.0927077915448)",3673805.58,521539.35
SCHIRO'S GUEST HOUSE,2483 ROYAL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9649366687229, -90.0519641750527)",3686561.67721,535009.762054
1129 N Robertson St,1129 N Robertson St,Short Term Rental Residential Owner,3,6,10/18/2023 07:52:32 AM,"(29.9671544081911, -90.0692023069366)",3681094.78,535755.59
FRENCH QUARTER TOWNHOUSES HOTEL,1027 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9635737355964, -90.065958690206)",3682136.16533,534464.868485
THE RITZ CARLTON HOTEL CO LLC,921 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9548832277425, -90.0710247634115)",3680566.91771,531286.97037
A CREOLE COTTAGE,1827 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9654718363194, -90.0602688642412)",3683930.05525,535175.059398
4431 Canal St Apt A,4431 Canal St Apt A,Short Term Rental Commercial Owner,5,10,07/12/2023 11:59:59 PM,"(29.9775756929778, -90.1044767061388)",3669885.65,539423.68
MOTEL 6,4200 OLD GENTILLY RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0024208569741, -90.0389001942854)",3690544.05321,548686.902995
2901 Lepage St Apt 1,2901 Lepage St Apt 1,Short Term Rental Residential Owner,4,8,03/28/2023 02:32:59 PM,"(29.9788918187886, -90.0813334726186)",3677207.21,539981.59
1030 Toledano St,1030 Toledano St,Short Term Rental Commercial Owner,4,8,04/26/2023 11:59:59 PM,"(29.9231172359014, -90.0876862193622)",3675416.54,519677.95
HENRY HOWARD HOTEL,2041 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9338430051227, -90.0786803588393)",3678226.50318,523609.348539
FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9576904055684, -90.0666444841706)",3681942.674,532323.070467
25314 Chef Menteur Hwy,25314 Chef Menteur Hwy,Short Term Rental Commercial Owner,3,6,11/28/2023 11:59:59 PM,"(30.1368183536459, -89.7557795104638)",3779478.69,598681.01
LE PAVILLON HOTEL HOTEL TAX,833 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502904125285, -90.072836621273)",3680011.55458,529610.537345
1684 N Claiborne Ave,1684 N Claiborne Ave,Short Term Rental Residential Owner,2,4,02/06/2023 11:59:59 PM,"(29.972648230284, -90.0633981572711)",3682910.33,537773.67
THE BEE HOUSE,1028 PORT ST,4703 - BED & BREAKFAST INNS,,,,"(29.9682029305198, -90.0494737472103)",3687336.89679,536206.321479
SEXTANT STAYS,1148 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9394616755297, -90.0653865356557)",3682414.34952,525698.845693
ST. PETER GUEST HOUSE,1005 ST PETER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9599363707562, -90.0675269276504)",3681654.22882,533136.698692
512 S Salcedo St,512 S Salcedo St,Short Term Rental Commercial Owner,2,4,03/15/2023 11:59:59 PM,"(29.9643962123194, -90.0946177025817)",3673058.67,534664.72
RESIDENCE INN BY MARRIOT,360 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9507511704119, -90.0701086204368)",3680873.58472,529787.599297
AULD SWEET OLIVE BED & BREAKFAST,2460 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.967716633652, -90.0526022013441)",3686348.36412,536018.401287
MONTELEONE HOTEL,214 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9545680720516, -90.0677313198674)",3681611.07157,531183.872066
HOTEL VINACHE,1300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9564259319667, -90.0743261770644)",3679515.34165,531836.453187
2477 Royal St,2477 Royal St,Short Term Rental Residential Owner,3,6,03/30/2023 03:03:50 PM,"(29.9649392583151, -90.0520669049277)",3686529.14,535010.34
MAISON MARAIS,2360 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9697077115161, -90.0528279622884)",3686268.79369,536741.632007
1223 Baronne St,1223 Baronne St,Short Term Rental Commercial Owner,5,10,09/22/2023 11:59:59 PM,"(29.9423407027044, -90.076752762015)",3678803.13,526706.11
FRENCHMEN HOTEL,417 FRENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9623187526419, -90.0575498676484)",3684803.71516,534038.056773
5615 Tchoupitoulas St,5615 Tchoupitoulas St,Short Term Rental Commercial Owner,1,2,02/06/2023 11:59:59 PM,"(29.9165930911505, -90.1187430473916)",3665604.2,517199.92
CHATEAU HOTEL,1001 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.960168142689, -90.0615638793688)",3683541.43081,533241.886852
2454 N Villere St,2454 N Villere St,Short Term Rental Residential Owner,1,2,02/06/2023 11:59:59 PM,"(29.9718562947113, -90.0507400133211)",3686921.11,537530.33
NEW ORLEANS GUEST HOUSE,1118 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9640223319493, -90.0660389894792)",3682108.93615,534627.713606
CREOLE HOUSE,1013 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9609569415225, -90.0668990679786)",3681848.93237,533510.012804
900 Bartholomew St Unit 517,900 Bartholomew St Unit 517,Short Term Rental Commercial Owner,2,4,04/24/2023 11:59:59 PM,"(29.9636622869761, -90.036362069997)",3691506.91,534601.93
"SONDER USA, INC.",131 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531398424384, -90.0706854827648)",3680681.33877,530654.194882
"THE DUCHESS, LLC",833 6TH ST,4703 - BED & BREAKFAST INNS,,,,"(29.9236155313316, -90.0822969630205)",3677121.64686,519877.745976
4027 Delgado Dr Apt B,4027 Delgado Dr Apt B,Short Term Rental Residential Owner,1,2,03/22/2023 03:48:42 PM,"(29.9816651597352, -90.0919665912653)",3673830.05,540953.46
THE TROUBADOUR,1111 GRAVIER,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,,
1463 N Johnson St,1463 N Johnson St,Short Term Rental Residential Owner,1,2,09/08/2023 12:33:18 PM,"(29.9731285795264, -90.0711431058724)",3680456.36,537921.25
4106 Duplessis St,4106 Duplessis St,Short Term Rental Residential Owner,2,4,03/16/2023 12:23:20 PM,"(29.9990664742279, -90.0776386826984)",3678296.51,547330.68
THE MERCHANTILE HOTEL,727 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9455617682364, -90.0659728705608)",3682204.11989,527915.005567
HOSTEEVA CALIFORNIA BUILDING BY HOSTEEVA,1111 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9545122401432, -90.0742588081914)",3679544.32066,531140.798274
FLORVILLE MANOR,1447 N VILLERE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9692671802428, -90.0661073529398)",3682066.19778,536534.697031
DAUPHINE ORLEANS HOTEL,415 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9572993395706, -90.0683973333859)",3681389.20968,532174.732931
HOTEL ST PIERRE,911 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9616870003334, -90.065946134853)",3682147.72936,533778.825413
